time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,i_episode
0.06,-6.471972215009837e-09,1.9579975013060582e-08,0.004258269619948753,2.3240261209700463e-05,7.871180274676703e-06,0.0,-6.430339243227522e-07,1.922156276856434e-06,0.14193449420252802,0.001151041035316666,0.000392300543346431,0.0,449.98470103493423,450.01644818868317,449.9700945870719,450.06324010804076,1
0.12000000000000001,-2.8751712656630873e-07,9.583802868286166e-07,0.01702758991569881,0.00013173790469966917,6.283183374665115,0.0,-9.493738738335204e-06,3.90097086154996e-05,0.28368422110100316,0.00309152087792289,-0.0012987171426871572,0.0,450.11227837271304,449.9754344984855,449.84991647583854,450.0069543669851,1
0.18,-8.260271613962326e-05,2.4783484164098783e-05,0.03441902438284741,0.0027366180088490566,0.030414456363610398,0.0,-0.0051133529557607915,0.0011606443229321515,0.29600521372043326,-0.19153287064238678,0.37059947751541455,0.0,436.08582277736565,466.13564093789097,369.707827031506,350.00246727056043,1
0.23999999999999996,-0.00114490144685499,0.00010807082573820856,0.056393558277579026,6.274717678239931,0.05238999161556901,0.0,-0.03268415882891037,0.00039178193454897847,0.4363435666139678,-0.1785622279679087,0.3557786653742762,0.0,450.41412100146647,449.350525681109,449.20001230336027,450.2168681680183,1
0.3,-0.005618183282231937,0.0023224124811430666,0.08214051290207448,0.7724635579412409,0.5064918319246772,0.0,-0.15711019345780647,0.1339796557204981,0.39804498686293815,1.9414753995839131,-1.31682202756798,0.0,488.39909509303527,341.381978799145,275.94202321792085,480.7736511585746,1
0.36000000000000004,-0.025238082787545166,0.02392849137889338,0.10169214336871366,0.8883499886535846,0.42716321874870733,0.0,-0.48933435987965324,0.5965303861099606,0.24826163514422028,1.8722526530515096,-1.3355886801951318,0.0,449.98318256333556,446.5858768541023,446.2162128926382,444.5420157316636,1
0.4200000000000001,-0.0631231964653437,0.07504638692635034,0.11084846468846696,1.0061937963536538,0.3499527839495542,0.0,-0.7661681791513089,1.1163313328664672,0.04967389116332849,2.0032208655627417,-1.5417094795741748,0.0,453.2865018170328,434.23174358449705,435.5119203442516,450.2781786790037,1
0.48000000000000015,-0.1160080390421698,0.15905805532831913,0.10641259322134335,1.1381950508059244,0.2616428550780885,0.0,-0.9880580255410172,1.692381566380782,-0.20741207602226958,2.215474471800011,-1.772046909828581,0.0,453.20899690846795,431.3865905392787,431.498039912127,453.65951130769133,1
0.5400000000000001,-0.1803415100265337,0.2792096458412824,0.08434242156910694,1.286735527629597,0.15871382973937198,0.0,-1.1461403468890226,2.319503854368906,-0.541195698416513,2.466664725241621,-1.987735760792132,0.0,453.6942836161689,432.25586670062376,428.24550348479806,454.75904791469793,1
0.6000000000000002,-0.25198863453420495,0.43818291587027486,0.03941237592541544,1.453655045997798,0.04335438563529337,0.0,-1.2305998144648846,2.9834130190051376,-0.9725633663258039,2.7480902795380024,-2.2131141880851573,0.0,456.50066860822403,433.43175277439406,424.31697478420136,454.85737045100944,1
0.6600000000000003,-0.3263032813874113,0.6374593188690164,0.0,1.6418353505200667,6.199192048164642,0.0,-1.2342569509957995,3.6582733776742606,-1.5210574186771977,3.065808786012049,-2.464509234791209,0.0,460.54311151767456,434.37587167921583,419.37600505928054,454.88382128595924,1
0.06,1.3946527953474283e-09,1.0899263454182516e-08,0.004256046713201459,1.3144886051641436e-05,6.283183583771274,0.0,1.396664433699061e-07,1.0783667330049029e-06,0.14186040454565557,0.0006537227240290438,-8.623772409901327e-05,0.0,449.9837655259594,449.97678637752944,449.96486799437946,450.01777201517075,2
0.12000000000000001,-0.0006287641485949208,0.0008693349519544684,0.012740609785628233,0.28556290144129104,0.17369530303058323,0.0,-0.03712397613109043,0.05264184739079053,0.13778859693279408,1.2507226727452239,-1.0828666876310753,0.0,409.15032819912983,297.19669503355556,392.24247370361945,495.16361075258635,2
0.18,-0.006362509507552007,0.0103696186651597,0.023887918880593623,0.36019063471405666,0.10889568764492985,0.0,-0.14709966166668606,0.2719235459796893,0.23233241300753943,1.2243564288474462,-1.0748486142607607,0.0,449.34666778644754,448.7500682573832,448.57846345207037,448.09159259252215,2
0.23999999999999996,-0.017284344062169506,0.03454165981373688,0.040193725582868677,0.4356089305833759,0.043844684522561295,0.0,-0.21012709575334373,0.5413639048019492,0.30871107107742585,1.2879942107824542,-1.1521120640598406,0.0,450.9149490014827,443.32501798084235,443.5426109994465,450.3936772796756,2
0.3,-0.030567011469390958,0.07640368591066313,0.06047905435617876,0.5161624350194813,6.257393047949002,0.0,-0.2253039882819915,0.8616182478515502,0.36374065054518484,1.380164439373894,-1.2367944314361625,0.0,451.4504461607254,443.0637041762405,441.7681966822598,451.15512311740173,2
0.36000000000000004,-0.04413422112718793,0.13772958304489394,0.0797882024297685,0.8045331823185329,0.10368527438037134,0.0,-0.23975828161570978,1.2026590921422753,0.26526302084764686,2.4316880259064684,-2.4044396618253643,0.0,425.7980079000901,305.92059073048387,395.35952974189627,485.67664730149374,2
0.4200000000000001,-0.060165572668345706,0.22561609792702672,0.09240268983124363,0.9529133473888871,6.242024653590709,0.0,-0.27940753434646354,1.737376283672327,0.1438528340332546,2.507106977831915,-2.450238091866481,0.0,452.4172499973809,442.36909848564954,437.5796363975418,450.3349712583093,2
0.48000000000000015,-0.07590632193957175,0.3448677409910014,0.09345365506897409,1.1046192177944008,6.164904593811379,0.0,-0.2380386484994746,2.244096543280754,-0.12084658453172424,2.3395768793494915,-1.860685268823247,0.0,437.18103210676526,478.7069039327284,363.2999922273658,354.39194287482076,2
0.5400000000000001,-0.09009569221413666,0.49799280130603524,0.07658612138757499,1.432732176335298,0.4394229308366464,0.0,-0.2940950255842935,2.865368322757779,-0.47323806196974827,3.34151454613912,-3.9261670278063896,0.0,475.5732224598654,262.7531465197043,443.34782208885264,525.8835659973787,2
0.6000000000000002,-0.11573508471924089,0.6888186497280855,0.032425207357865984,1.6475476684430932,0.2040080520075076,0.0,-0.5372653270046555,3.502966631384004,-1.0184927919163274,3.5797129937108405,-4.056098270489355,0.0,459.2692392431308,431.4894136693606,426.676986479137,459.07913805014243,2
